,CUST_NO,VISITDATE,PAGE
987,CI-ZVAME6KL8OCAK,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
988,CI-ZVAME6KL8OCAK,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
989,CI-ZVAME6KL8OCAK,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
990,CI-ZVAME6KL8OCAK,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/krtuo/edrn-cduf/fxdqcxuugrca-cduf
991,RROM-YV6Z-V7WAVU,9448,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
992,RROM-YV6Z-V7WAVU,9448,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
993,BJRMJ3YSJZWUPIEE,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/krtuo/edrn-cduf/pqxs-tktdrkxm-cduf
994,BJRMJ3YSJZWUPIEE,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/krtuo/edrn-cduf/pqxs-tktdrkxm-cduf
995,JQIEXYC4WDDMCOES,9450,https://www.esunbank.com.tw/gygrt/iougz/g-skjrdtxug/
996,62HJPZB2N3K4DXBA,9448,https://www.esunbank.com.tw/edrn/pgusordq
997,62HJPZB2N3K4DXBA,9448,https://www.esunbank.com.tw/edrn/pgusordq
998,62HJPZB2N3K4DXBA,9448,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
999,62HJPZB2N3K4DXBA,9448,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt
1000,SW2GJYMU8_BNODUO,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/ioof
1001,SW2GJYMU8_BNODUO,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/egdxta
1002,SW2GJYMU8_BNODUO,9448,https://www.esunbank.com.tw/gygrt/mgmegutgdm/judrfqdxrch/
1003,SW2GJYMU8_BNODUO,9448,https://www.esunbank.com.tw/gygrt/mgmegutgdm/judrfqdxrch/
1004,SW2GJYMU8_BNODUO,9448,https://www.esunbank.com.tw/gygrt/mgmegutgdm/judrfqdxrch/
1005,SW2GJYMU8_BNODUO,9448,https://www.esunbank.com.tw/gygrt/mgmegutgdm/judrfqdxrch/
1006,SW2GJYMU8_BNODUO,9448,https://www.esunbank.com.tw/gygrt/mgmegutgdm/judrfqdxrch/
1007,3LC_FVDCBXEYDKDE,9448,https://www.esunbank.com.tw/edrn/deoxt/drroxrcgmgrt/drroxrcgmgrt
1008,3LC_FVDCBXEYDKDE,9448,https://www.esunbank.com.tw/edrn/deoxt/drroxrcgmgrt/drroxrcgmgrt
1009,3LC_FVDCBXEYDKDE,9448,https://www.esunbank.com.tw/edrn/deoxt/drroxrcgmgrt/drroxrcgmgrt
1010,3LC_FVDCBXEYDKDE,9448,https://www.esunbank.com.tw/gygrt/mgmegutgdm/judrfqdxrch/
1011,5B0ODLRBQLF091CW,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
1012,5B0ODLRBQLF091CW,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
1013,5B0ODLRBQLF091CW,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
1014,5B0ODLRBQLF091CW,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
1015,FI91--LNW7X3GJSK,9448,https://www.esunbank.com.tw/edrn/pgusordq
1016,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/tudygq
1017,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/tudygq
1018,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/tudygq
1019,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/tudygq
1020,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/tudygq
1021,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/tudygq
1022,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/ekuthfda
1023,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/nktchgr
1024,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/nktchgr
1025,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/nktchgr
1026,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/nktchgr
1027,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/nktchgr
1028,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/nktchgr
1029,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/nktchgr
1030,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/nktchgr
1031,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/nktchgr
1032,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/nktchgr
1033,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/nktchgr
1034,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/nktchgr
1035,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/nktchgr
1036,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/nktchgr
1037,OAYOAQBR78XWP2A4,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/nktchgr
1038,PJI7LJ6GNXOIIUIG,9449,https://www.esunbank.com.tw/edrn/pgusordq
1039,PJI7LJ6GNXOIIUIG,9448,https://www.esunbank.com.tw/edrn/pgusordq
1040,PJI7LJ6GNXOIIUIG,9448,https://www.esunbank.com.tw/edrn/pgusordq
1041,PJI7LJ6GNXOIIUIG,9449,https://www.esunbank.com.tw/edrn/pgusordq
1042,PJI7LJ6GNXOIIUIG,9448,https://www.esunbank.com.tw/edrn/pgusordq
1043,PJI7LJ6GNXOIIUIG,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1044,PJI7LJ6GNXOIIUIG,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1045,PJI7LJ6GNXOIIUIG,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1046,PJI7LJ6GNXOIIUIG,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1047,PJI7LJ6GNXOIIUIG,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt
1048,PJI7LJ6GNXOIIUIG,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/ioof
1049,PJI7LJ6GNXOIIUIG,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/ioof
1050,PJI7LJ6GNXOIIUIG,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/ioof
1051,PJI7LJ6GNXOIIUIG,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/ioof
1052,PJI7LJ6GNXOIIUIG,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/3c
1053,PJI7LJ6GNXOIIUIG,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/tudygq
1054,PJI7LJ6GNXOIIUIG,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/orqkrgshop
1055,PJI7LJ6GNXOIIUIG,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/orqkrgshop
1056,PJI7LJ6GNXOIIUIG,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/fgptstoug
1057,PJI7LJ6GNXOIIUIG,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/egdxta
1058,BB6ZQF0SH1CRA7HA,9450,https://www.esunbank.com.tw/edrn/pgusordq
1059,BB6ZQF0SH1CRA7HA,9450,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf
1060,GQECJNJGFJEKN_EY,9448,https://www.esunbank.com.tw/edrn/pgusordq
1061,GQECJNJGFJEKN_EY,9449,https://www.esunbank.com.tw/edrn/pgusordq
1062,GQECJNJGFJEKN_EY,9448,https://www.esunbank.com.tw/edrn/pgusordq
1063,GQECJNJGFJEKN_EY,9448,https://www.esunbank.com.tw/edrn/pgusordq
1064,GQECJNJGFJEKN_EY,9448,https://www.esunbank.com.tw/edrn/pgusordq
1065,GQECJNJGFJEKN_EY,9449,https://www.esunbank.com.tw/edrn/pgusordq
1066,GQECJNJGFJEKN_EY,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf
1067,GQECJNJGFJEKN_EY,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf
1068,GQECJNJGFJEKN_EY,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf
1069,GQECJNJGFJEKN_EY,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf
1070,GQECJNJGFJEKN_EY,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf
1071,GQECJNJGFJEKN_EY,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/qktgudtxug
1072,GQECJNJGFJEKN_EY,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/qktgudtxug
1073,U5JOASRMGDTYFYD8,9450,https://www.esunbank.com.tw/edrn/deoxt/rgws-cgrtgu
1074,XQMTNNE-9JQ1L91Y,9448,https://www.esunbank.com.tw/edrn/pgusordq
1075,APHZBGGGYKMPAPMY,9450,https://www.esunbank.com.tw/edrn/pgusordq
1076,APHZBGGGYKMPAPMY,9450,https://www.esunbank.com.tw/edrn/pgusordq
1077,APHZBGGGYKMPAPMY,9450,https://www.esunbank.com.tw/edrn/pgusordq
1078,APHZBGGGYKMPAPMY,9450,https://www.esunbank.com.tw/edrn/pgusordq
1079,APHZBGGGYKMPAPMY,9450,https://www.esunbank.com.tw/edrn/deoxt/qocdtkors/eudrch
1080,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq
1081,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq
1082,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq
1083,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq
1084,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq
1085,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq
1086,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq
1087,7FHQ0QRUFVDMDDPO,9449,https://www.esunbank.com.tw/edrn/pgusordq
1088,7FHQ0QRUFVDMDDPO,9449,https://www.esunbank.com.tw/edrn/pgusordq
1089,7FHQ0QRUFVDMDDPO,9449,https://www.esunbank.com.tw/edrn/pgusordq
1090,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1091,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1092,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1093,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1094,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1095,7FHQ0QRUFVDMDDPO,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1096,7FHQ0QRUFVDMDDPO,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1097,7FHQ0QRUFVDMDDPO,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
1098,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
1099,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
1100,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
1101,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
1102,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
1103,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
1104,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
1105,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
1106,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt
1107,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt
1108,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt
1109,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt
1110,7FHQ0QRUFVDMDDPO,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt
1111,7FHQ0QRUFVDMDDPO,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt
1112,LKCW-OTHTJ_NWRP8,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/sgduch
1113,LKCW-OTHTJ_NWRP8,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/sgduch
1114,LKCW-OTHTJ_NWRP8,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/sgduch
1115,LKCW-OTHTJ_NWRP8,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
1116,LKCW-OTHTJ_NWRP8,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
1117,LKCW-OTHTJ_NWRP8,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
1118,LKCW-OTHTJ_NWRP8,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
1119,LKCW-OTHTJ_NWRP8,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/orqkrgshop
1120,LKCW-OTHTJ_NWRP8,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/orqkrgshop
1121,LKCW-OTHTJ_NWRP8,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/orqkrgshop
1122,1TFX-GMMXYF6YRHQ,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1123,1TFX-GMMXYF6YRHQ,9448,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1124,Q1P_6KZ0WOWJTGQQ,9449,https://www.esunbank.com.tw/edrn/pgusordq
1125,YQD2ZYMXEE4DVWCS,9449,https://www.esunbank.com.tw/gygrt/qodr/fj/
1126,E1J512-RMS20THHE,9448,https://www.esunbank.com.tw/edrn/pgusordq
1127,ZMH9L_9LMSCR_6VA,9448,https://www.esunbank.com.tw/edrn/pgusordq
1128,ZVBJJMOAP57HZYWQ,9448,https://www.esunbank.com.tw/edrn/pgusordq
1129,ZVBJJMOAP57HZYWQ,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1130,ZVBJJMOAP57HZYWQ,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1131,ZVBJJMOAP57HZYWQ,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1132,ZVBJJMOAP57HZYWQ,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1133,ZVBJJMOAP57HZYWQ,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1134,U6K1KRWYVCET4A6O,9449,https://www.esunbank.com.tw/edrn/pgusordq
1135,U6K1KRWYVCET4A6O,9449,https://www.esunbank.com.tw/edrn/pgusordq
1136,U6K1KRWYVCET4A6O,9449,https://www.esunbank.com.tw/edrn/pgusordq
1137,U6K1KRWYVCET4A6O,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1138,HZ80H9VDMMM8XXHW,9449,http://www.esunbank.com.tw/gygrt/rgtedrn/2011ssq/
1139,NF58DDOESTOAS9LC,9448,https://www.esunbank.com.tw/edrn/deoxt/qocdtkors/iougkjr-cxuugrca-dtm
1140,NF58DDOESTOAS9LC,9448,https://www.esunbank.com.tw/edrn/deoxt/qocdtkors/iougkjr-cxuugrca-dtm
1141,NF58DDOESTOAS9LC,9448,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/iougkjr-sguykcg/fgopskt-gygrt
1142,RYZFZS4TTEFW_KSM,9448,https://www.esunbank.com.tw/edrn/pgusordq
1143,RYZFZS4TTEFW_KSM,9448,https://www.esunbank.com.tw/edrn/pgusordq
1144,RYZFZS4TTEFW_KSM,9448,https://www.esunbank.com.tw/edrn/deoxt/qocdtkors/eudrch
1145,YLL1HUA8JG9TXJJK,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1146,YLL1HUA8JG9TXJJK,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1147,YLL1HUA8JG9TXJJK,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1148,YLL1HUA8JG9TXJJK,9448,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
1149,UFD9NECZX9EDCFGY,9449,https://www.esunbank.com.tw/edrn/pgusordq
1150,UFD9NECZX9EDCFGY,9449,https://www.esunbank.com.tw/edrn/pgusordq
1151,UFD9NECZX9EDCFGY,9450,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
1152,UWF6DTWTXZRZ_V-8,9450,https://www.esunbank.com.tw/edrn/pgusordq
1153,BBNFTUO9B4IBWUVE,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
1154,HMHLUC0AS5BLGVUI,9448,https://www.esunbank.com.tw/gygrt/se/fj/
1155,P3CCCIVE7RMXEK7U,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
1156,P3CCCIVE7RMXEK7U,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
1157,P3CCCIVE7RMXEK7U,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
1158,ABEA1ANOYUDCZFKW,9450,https://www.esunbank.com.tw/edrn/pgusordq
1159,IHZWNHNVQRJMUEJK,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1160,IHZWNHNVQRJMUEJK,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1161,IHZWNHNVQRJMUEJK,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1162,IHZWNHNVQRJMUEJK,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1163,IHZWNHNVQRJMUEJK,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1164,IHZWNHNVQRJMUEJK,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1165,IHZWNHNVQRJMUEJK,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1166,IHZWNHNVQRJMUEJK,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1167,IHZWNHNVQRJMUEJK,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1168,IHZWNHNVQRJMUEJK,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
1169,IHZWNHNVQRJMUEJK,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
1170,IHZWNHNVQRJMUEJK,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
1171,IHZWNHNVQRJMUEJK,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
1172,NHNZVPWTKBR75DOW,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/iougkjr-sguykcg/fgopskt-gygrt
1173,VL_OMHY4KM4A0LTK,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf
1174,VL_OMHY4KM4A0LTK,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/wouqfcduf/wouqf_dqq
1175,VL_OMHY4KM4A0LTK,9449,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/wouqfcduf/wouqf_dqq
1176,OVBLO3IIJULIBCYM,9448,https://www.esunbank.com.tw/edrn/pgusordq
1177,KXE3VEOKVV90J7YA,9449,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
1178,LBFN32EWWSFOMBPM,9450,https://www.esunbank.com.tw/edrn/deoxt/drroxrcgmgrt/drroxrcgmgrt
1179,KOHDSQWTDCGDVKNO,9450,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/ekuthfda
1180,KOHDSQWTDCGDVKNO,9450,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/3c
1181,KOHDSQWTDCGDVKNO,9450,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/3c
1182,KOHDSQWTDCGDVKNO,9450,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/3c
1183,KOHDSQWTDCGDVKNO,9450,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/3c
1184,KOHDSQWTDCGDVKNO,9450,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/3c
1185,KOHDSQWTDCGDVKNO,9450,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/3c
1186,KOHDSQWTDCGDVKNO,9450,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/3c
1187,KOHDSQWTDCGDVKNO,9450,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/3c
1188,KOHDSQWTDCGDVKNO,9450,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/3c
1189,KOHDSQWTDCGDVKNO,9450,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/3c
1190,KOHDSQWTDCGDVKNO,9450,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/3c
1191,KOHDSQWTDCGDVKNO,9450,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/3c
1192,KOHDSQWTDCGDVKNO,9450,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/3c
1193,KOHDSQWTDCGDVKNO,9450,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/3c
1194,KOHDSQWTDCGDVKNO,9450,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/3c
1195,3BSLZPWIENEGT_CE,9448,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
